Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainToday,RainTomorrow
Tuggeranong,7.3,16,0,,,WNW,50,WNW,26,39,1008.4,,15.5,No,Yes
Dartmoor,4.1,21.9,0,3.2,9.9,ENE,39,ESE,7,46,1031.2,,20.4,No,No
Bendigo,10.5,23,0.2,7,,WSW,57,W,31,52,1005.3,6,19.3,No,Yes
Woomera,19.7,27.4,2.8,25.8,6.1,SSW,65,S,30,59,1006.4,8,26,Yes,Yes
PerthAirport,12.5,17,7.6,3,7.9,WSW,70,WNW,33,45,1013.9,6,16,Yes,Yes
Albany,10.7,17.8,0,5.4,10.4,,,SW,20,69,1021.2,8,16.4,No,Yes
Tuggeranong,7.4,11.8,6.6,,,W,44,WNW,6,94,1008,,10.4,Yes,Yes
Dartmoor,9.4,16.6,0,0.8,7.9,NE,39,NNE,20,71,1012.6,,15.6,No,Yes
Ballarat,2.3,12.4,0,,,NNE,65,NNE,43,75,1013.1,8,11,No,Yes
Adelaide,9.1,16.7,1.2,16.4,11.4,WSW,31,W,19,40,1022.2,,15.7,Yes,No
MountGambier,9.7,14.2,7.6,2.2,2.5,,,S,28,59,1019.7,8,12.6,Yes,Yes
Moree,4.2,19.7,0,3,6.9,WSW,20,SW,13,41,1020.4,1,19.4,No,No
Walpole,14.6,21,0,,,SE,39,SSE,24,54,1020.7,,18.3,No,No
PearceRAAF,4.8,21.1,0,,6.3,SW,24,SW,17,48,1017.9,,18.4,No,No
Witchcliffe,11.2,23.9,0,,,SE,50,SSE,31,35,1021.9,,21.6,No,No
GoldCoast,23.9,30.9,48.2,,,NNW,39,NNE,28,74,1009,,28.9,Yes,Yes
Cobar,18.5,25.5,1.6,8,,ENE,52,SE,15,79,1010.3,8,22.3,Yes,Yes
Albany,13.8,20.5,0,2.8,9.6,,,SSW,19,71,1014.5,3,20,No,No
Albury,0,12.9,0,,,ESE,17,ESE,11,70,1019.7,8,12.8,No,Yes
WaggaWagga,-0.6,13.7,0,1.8,7,E,15,,0,53,1027.4,6,12.9,No,No
MountGinini,10.4,21.1,18.4,,,E,44,WNW,11,76,,,19.8,Yes,Yes
NorfolkIsland,17.6,18.8,0.8,4,1.8,NNE,63,E,11,91,1012.9,7,16,No,Yes
Launceston,4.2,14.2,0,,,NNW,35,NNW,17,80,,8,12.9,No,Yes
Melbourne,13.9,19.3,,4,0.2,SSE,37,S,20,49,1019.2,,18.7,,Yes
Cairns,23.4,29.9,0,4.6,3.4,SE,39,SSE,17,68,1009.2,7,29.2,No,No
Albury,14.4,33.6,1.4,,,NNE,28,ESE,13,27,1016.6,,31.5,Yes,No
CoffsHarbour,14.4,25.4,0,6.4,,NE,54,NE,33,58,1016.2,5,24.3,No,No
Richmond,7.8,17.8,1.8,1.4,,S,28,SSE,17,70,1019.4,,16.3,Yes,No
Tuggeranong,5,12.3,0.2,,,W,50,W,20,43,1003.7,,11.7,No,No
Perth,19.5,29.7,0,7.4,12.5,SW,39,SW,20,46,1008.8,3,28.3,No,No
Sydney,9.9,19.3,3.2,3.2,2.9,ESE,31,E,20,85,1029.3,7,14.8,Yes,Yes
SalmonGums,14,37.2,0,,,NW,48,ENE,13,12,,,37,No,Yes
Perth,16.7,28.1,0,7.6,13.4,SSW,31,SSW,19,49,1009.4,2,26.4,No,No
Melbourne,10.3,17,2,1.4,9.1,NNW,52,NW,15,39,1014.3,2,16.6,Yes,Yes
BadgerysCreek,0.5,17.1,0,,,SW,33,WSW,15,46,1030.1,,16.7,No,No
Watsonia,8.5,17.4,0.2,7.6,4.1,NNW,57,NNW,28,42,992.4,7,17,No,Yes
CoffsHarbour,4.8,18.7,0,1.4,9.4,NNE,26,NE,15,53,1019.4,1,17.8,No,No
Darwin,26.2,36.1,0,7.6,11.5,WNW,43,WNW,31,64,1004.3,1,34.2,No,No
Adelaide,17.9,22.2,7.8,,4.3,WSW,56,WSW,22,60,1008.8,,18.9,Yes,Yes
Walpole,9.3,16.7,1.8,,,WNW,43,W,22,87,1018.6,,14.6,Yes,Yes
Williamtown,13.9,27.1,0,4.6,3.1,NW,30,NNW,15,46,1011.7,7,26,No,Yes
PerthAirport,17.4,19.8,0,6,0.4,SSW,43,SW,31,82,1012.1,8,14.3,No,Yes
Cobar,18.2,28.6,0,,,NE,35,NNE,15,36,1015.2,8,26.5,No,Yes
Darwin,24,32.4,24,8,4.7,SSE,48,ENE,9,94,1003.2,8,26.9,Yes,Yes
MountGinini,7.3,9.3,1.2,,,NNW,52,WSW,26,98,,,6.4,Yes,Yes
NorfolkIsland,20.5,23.5,3.2,0.2,0.2,WNW,72,NNE,33,92,999,8,22.8,Yes,Yes
Walpole,12.1,19.4,0,,,ENE,24,E,11,80,1014.1,,18.1,No,Yes
Melbourne,15.6,33.4,0,5,9,N,43,N,24,37,1005.3,7,28.6,No,No
Nhil,11.6,16.2,3.2,,,SW,65,WSW,39,66,1009.7,,14.6,Yes,Yes
Adelaide,12,14,2.2,2.6,,NE,41,NE,9,97,1014,,12.8,Yes,Yes
Brisbane,18.6,29.4,0,6,10.6,E,46,ESE,20,52,1009.8,1,25.3,No,No
Albury,4.4,18.1,0,,,NE,15,ESE,7,68,1028.1,2,17.1,No,No
PerthAirport,12.7,37.9,0,8.2,13.2,E,41,SW,22,20,1007.4,0,35.6,No,No
Bendigo,15.7,31.2,0,,,SE,41,S,7,27,1014.3,6,29.3,No,No
Portland,13.9,21.8,0.2,10.8,10.5,WNW,48,WSW,24,62,1012.3,7,19.9,No,No
NorfolkIsland,20.1,24.2,0,8,5.4,SSW,52,SSW,31,70,1010.8,6,22.9,No,No
SydneyAirport,20.2,22.6,0.2,6.2,0.3,SSW,59,S,31,84,1019.8,7,19.5,No,Yes
CoffsHarbour,8,18.4,0,2,4.9,S,22,SSE,7,62,1027.4,6,17.9,No,Yes
Watsonia,9.7,21.3,4.6,1.8,5.7,SSW,54,NNW,9,53,1010.9,3,19.8,Yes,Yes
Newcastle,16.8,27.8,0,,,,,NE,11,53,,5,27.5,No,No
Bendigo,6.7,16,2.6,,,S,26,S,11,81,1014.3,8,11.8,Yes,Yes
Darwin,16.3,28.8,0,7.4,11.1,ESE,50,SE,7,28,1010,1,28.4,No,No
Canberra,9.4,19.2,0,2.2,7.7,,24,NNW,15,47,1020.3,1,18.8,No,No
Richmond,17.8,32.1,0,6.2,,NE,33,NNE,17,48,1018.6,2,31.9,No,No
CoffsHarbour,14.5,25.6,0,3.8,6.6,NNW,52,E,7,39,1010.8,2,25.4,No,No
Hobart,3.8,12.6,0,3.4,3.6,NNW,24,SE,9,54,1014.4,,10.9,No,No
SydneyAirport,11.5,14.3,8.8,1.4,1.8,SSW,83,SSW,52,79,1011.5,7,13.4,Yes,Yes
Darwin,24.1,31.4,21.4,7.6,3.1,SSW,35,WNW,13,72,1004.8,7,30,Yes,Yes
SydneyAirport,21.6,32.2,4.8,5.2,11.8,NNE,59,NE,33,52,1012.6,1,31,Yes,No
Bendigo,3.3,10.2,0,,,NE,35,ENE,17,95,1001.9,8,6.9,No,Yes
Albany,13.7,17.9,0,1.4,0.7,,,ESE,6,91,1018,8,17.4,No,No
Tuggeranong,-0.7,18.7,0,,,NNE,26,NNW,15,45,1017.8,,17.9,No,No
Perth,7.7,17.8,17.6,1.4,4.4,W,37,WNW,15,59,1016.4,6,16.2,Yes,Yes
Newcastle,,17.2,0,,,,,NW,19,46,,1,16.6,No,No
Bendigo,13.9,29.4,0,7.6,,SSE,43,S,17,23,1011.6,1,27.5,No,No
Perth,15.9,30.6,0,10.8,12.2,E,37,ESE,15,23,1016.2,0,29.2,No,No
Adelaide,19.3,28.3,0,,4.5,SE,35,S,11,61,1018.6,,24.2,No,No
Hobart,4.9,16.9,0.2,1.4,8.4,NNW,33,N,13,45,1027.9,1,16.4,No,No
Williamtown,20.2,42.2,0,11.2,12.8,,,W,24,10,1005.9,2,41.8,No,No
Sydney,11.7,21.4,0,2.6,5.7,E,24,ENE,7,67,1025.9,5,20,No,No
Launceston,8.4,15.1,1,,,NW,22,NNW,15,66,999.4,,13.8,No,No
Walpole,11.1,16.8,2.6,,,NW,39,NW,19,82,1012.1,,14.9,Yes,Yes
Mildura,12.7,29.2,0,6.2,4.1,N,43,N,24,23,1016.1,7,27.4,No,No
Moree,5.9,25.4,0,4.4,11,WSW,30,SW,7,19,1019,0,24.7,No,No
Watsonia,11.5,28.4,0,5,8.6,NNE,31,N,13,35,1006.1,7,27,No,Yes
Townsville,13.4,26.4,0,3.6,10.6,SW,33,SSW,15,30,1015.6,1,25.9,No,No
NorfolkIsland,20.9,23.8,0,7.6,0.1,NE,37,NE,17,88,1013,7,22.7,No,Yes
Perth,12.4,23.3,0,5.2,11.9,SSE,37,SSE,11,31,1016.4,2,21.9,No,No
Canberra,4.1,10.8,14.6,0.2,0.5,S,59,SSE,31,58,1006.6,8,10.2,Yes,Yes
CoffsHarbour,16.4,23.9,0,,,SE,63,SSE,33,61,1024.4,8,22.7,No,Yes
PerthAirport,10.6,17.3,0,2,9,ENE,44,ESE,20,39,1027.8,0,17.1,No,No
NorfolkIsland,16.9,22.8,1.8,2.8,4.3,NNE,56,NE,24,88,1011.4,7,20.8,Yes,Yes
Walpole,9.8,14.5,12.6,,,NNW,81,WNW,31,71,997.4,,14.1,Yes,Yes
Brisbane,22.8,33.8,0,8,12.7,ENE,24,ENE,11,57,1003.5,2,33,No,No
BadgerysCreek,11.3,19.9,16.4,,,WNW,63,NNE,24,80,1006.1,,19.8,Yes,No
WaggaWagga,16.3,23.1,1.8,3.6,0.5,ENE,57,NNE,9,85,1005.6,7,21.1,Yes,Yes
Ballarat,6.8,14.5,1.2,,,N,52,NNE,37,70,1011.3,1,13.7,Yes,Yes
Bendigo,14.3,25.2,0,2.6,,NW,41,SE,9,82,1021.4,7,20.2,No,No
Portland,7.6,19.8,0,,,NNE,39,NNE,26,37,1017.6,,19.6,No,Yes
Portland,14.9,34.9,0,8.6,12.5,WSW,33,W,19,23,1011.8,,33.8,No,No
Walpole,10.3,18.6,12.6,,,NW,48,W,17,63,1012.3,,17.5,Yes,Yes
Bendigo,11.9,24.8,0,,,SSE,48,S,20,34,1018.9,,22.5,No,No
Sale,18.7,29.6,13.6,,,W,30,ESE,20,68,1015.1,1,27.3,Yes,Yes
SalmonGums,5.7,23.2,0,,,NNW,50,NW,20,39,,,22.6,No,No
Witchcliffe,7.3,14.5,0.6,,,S,30,S,15,68,1030.3,,13.5,No,No
AliceSprings,16.5,36.7,0,8,12.8,ESE,33,SE,20,21,1005.5,3,35.9,No,No
WaggaWagga,9.6,23.5,0,3.4,10.7,NE,33,SW,17,24,1024.2,1,22.5,No,No
Albury,5.7,16.5,0,,,W,46,WSW,30,59,1009,4,15.3,No,No
Ballarat,4.2,24,0.2,,,NNE,39,N,26,35,1030.1,,23.5,No,No
Canberra,7.3,16.8,5.2,,,S,43,SSE,15,70,1021.7,8,10.6,Yes,Yes
Moree,19.4,25.5,0,9.8,3.8,E,69,E,39,57,1013,7,22.1,No,Yes
Hobart,12.4,18.2,0,3.6,6.6,WNW,70,NW,31,42,1004.7,,17.2,No,No
Newcastle,17.2,29.5,0,,,,,NE,9,92,,1,28.8,No,No
Walpole,8,13,5.2,,,ESE,28,E,11,77,1030.2,,11.9,Yes,No
Perth,8.7,23.9,0,4.2,9.3,SSW,31,SSW,17,60,1020.6,4,23,No,No
Witchcliffe,8,14.6,6,,,WSW,54,W,17,,1021.8,,13.4,Yes,Yes
SydneyAirport,13.6,26.8,0,5.8,8.5,NNE,43,NE,30,27,1010.6,7,24.7,No,Yes
Tuggeranong,15.6,25.7,0,,,E,33,WSW,7,35,1014,,24.4,No,No
Moree,22.5,30.9,0.2,9,2.2,SW,48,NNW,9,49,1007.8,7,30.4,No,Yes
Wollongong,17.1,26.5,0,,,SSW,78,WSW,31,23,1001.7,1,25.7,No,No
Cobar,25.2,40,0,12.8,,NNE,46,NNE,24,10,1010.8,7,38.6,No,No
Sale,8,18.7,3.8,,,W,37,WSW,20,72,1011.5,8,16.3,Yes,Yes
Newcastle,18.4,23.5,6.4,,,,,,0,91,,8,21,Yes,Yes
BadgerysCreek,9.8,22,0,,,E,28,SE,6,43,1014,,21.6,No,No
CoffsHarbour,14.2,23.2,13.2,1.8,,E,33,SE,9,69,1021.4,3,21.4,Yes,No
Nuriootpa,18.8,30.9,1.6,1.3,8.3,SE,30,W,7,52,1015.2,,27.9,Yes,No
Moree,12.9,28.5,0,,,NE,35,NE,13,33,1016.5,,28.2,No,No
Sydney,8.9,19.5,20.2,3.8,9.7,SSE,56,SE,26,47,1028.6,,18.7,Yes,Yes
Brisbane,15.3,24.8,0,9.4,10.7,SE,37,ESE,13,46,1018.6,7,22,No,No
Moree,20.5,24.5,47.6,9.2,0,NNE,48,NNE,31,95,1009.3,8,22.5,Yes,Yes
Hobart,10.1,15.2,1,3.4,0.4,NNW,76,WNW,13,45,1005.8,7,15,No,Yes
Witchcliffe,8.7,19.3,4.6,,,NNE,44,NNW,24,63,1015.5,,17.9,Yes,Yes
Moree,13.4,20.9,0,5.2,,NNE,46,N,20,64,1020.5,8,19.8,No,Yes
Sydney,20.9,26.7,14,3.4,6.2,,,NE,15,77,1010.8,3,25.1,Yes,No
MelbourneAirport,8.9,13.1,12.4,3.6,0,S,28,ESE,15,91,1015.9,8,11.7,Yes,Yes
Wollongong,16.3,23.1,0,,,S,50,SE,9,80,1008.7,7,20.9,No,No
Bendigo,9.3,12.9,0.4,,,NNW,65,WNW,33,90,1000.3,8,8.7,No,Yes
Uluru,20,40.3,0,,,NE,39,ENE,15,10,1007.6,,38.3,No,No
Tuggeranong,3.6,13,0,,,E,26,ENE,9,59,1035.6,,12.3,No,Yes
Portland,11.9,18,5.2,3.8,9.2,WSW,81,WSW,31,51,1019.3,8,16.5,Yes,No
Darwin,26.1,34.1,1.4,3.2,8,WNW,33,WNW,20,62,1005.6,6,33.1,Yes,Yes
Canberra,10.4,20.9,0,4,8.9,SSE,33,S,17,51,1006.8,6,18.7,No,No
Canberra,9,28.8,0,,,ESE,33,ENE,20,31,1017,,27.1,No,No
Woomera,5.1,16.9,0,3,,NE,26,NNE,9,33,1031.7,4,15.7,No,No
GoldCoast,15.1,20.5,0,,,S,19,SSW,6,69,1015.9,,20.2,No,No
Newcastle,19.2,25,1,,,,,SE,4,84,,8,23,No,No
Hobart,3.3,15.5,0,0.6,3.5,NNW,24,NNE,4,69,1016.6,6,13.2,No,No
SalmonGums,11.1,24.3,0,,,SSW,50,WSW,19,39,,,22.6,No,Yes
Brisbane,9.6,23.1,0,3.6,4.2,ENE,28,NE,7,52,1020.6,6,21.4,No,Yes
Cairns,22.8,33.7,0,8,10.7,SE,35,E,24,45,1006.1,3,32.7,No,No
Dartmoor,5.2,13.4,0,1.6,0.7,WSW,46,NNW,17,80,1014.6,,12.4,No,Yes
PerthAirport,10.2,20.1,0,3.2,5.5,N,35,N,28,81,1012.2,4,17.9,No,Yes
Darwin,25.4,31.6,0.2,1.8,1.2,NNE,39,E,11,79,1004.8,7,28.8,No,Yes
Williamtown,7.9,17.1,0,6.8,1.7,W,54,WNW,26,37,1011,,16.9,No,No
Portland,9.9,18.7,0,2.6,6.6,WNW,61,W,37,66,1015.6,6,16.7,No,Yes
CoffsHarbour,13.8,22.2,0,,,N,41,NNE,20,55,1017.7,,21.2,No,No
CoffsHarbour,12.2,16.8,86.4,,0,ESE,48,SW,22,90,1025.3,8,14.4,Yes,Yes
Perth,12.3,17.5,6.2,3,7.9,W,57,WNW,19,54,1013.9,6,16.1,Yes,Yes
Brisbane,14.6,22.2,2.4,2.4,4.6,NE,22,E,7,71,1027.8,6,21,Yes,Yes
AliceSprings,14.8,33.9,0,8.6,10.5,ESE,33,ESE,7,15,1010.8,1,33.4,No,No
CoffsHarbour,20,26.8,5.6,3.4,4.8,E,33,S,28,87,1009.4,8,23.3,Yes,Yes
Newcastle,5.8,17.2,0,,,,,,0,67,,6,16,No,Yes
Woomera,13.9,21,0,5.4,2.4,W,57,NNW,30,55,1005.8,7,16.6,No,Yes
Richmond,11.2,22.8,0,1.8,,SSE,28,SSW,9,46,1018.2,,21.4,No,No
CoffsHarbour,14.8,20.1,1.6,1,0.7,WNW,17,NE,7,89,1008.3,6,19.7,Yes,Yes
Adelaide,8,16,9.8,,4.8,NNW,56,NW,26,63,1009.7,,15.5,Yes,Yes
Woomera,5.8,19.9,0,2,,ENE,22,ESE,9,22,1025.1,,19.1,No,No
SalmonGums,0.7,22.6,0,,,WNW,41,WNW,20,29,,,21.6,No,No
Mildura,10.4,22.4,0,5.2,3.4,N,39,NNE,26,28,1017.8,8,21,No,No
Walpole,10.9,16.7,4,,,WNW,59,NW,22,77,1010.9,,15.2,Yes,Yes
CoffsHarbour,19.3,26.1,100.4,,,,,,,67,,,25.1,Yes,Yes
Canberra,4.9,12.1,19,,,NNW,67,NW,31,72,995.6,8,10.5,Yes,Yes
Brisbane,16.5,27.4,0,3,8.5,ENE,15,ENE,9,53,1018.5,1,26.5,No,No
Adelaide,10.2,15.2,0,6.6,2.4,NW,59,WNW,30,61,1011.6,,13.9,No,Yes
Canberra,13.3,15.5,39.8,7.2,9.1,NW,54,W,24,56,1007,7,14.1,Yes,Yes
Albury,9.9,18.2,6.8,,,NNW,56,W,22,99,999.5,8,12.7,Yes,Yes
GoldCoast,23.1,30.3,6.2,,,SSE,50,SE,35,66,1013.1,,29.6,Yes,Yes
Perth,14,27.9,0,7.4,12.8,E,33,WSW,13,39,1009.1,2,25.9,No,No
Perth,13,34,0,7.4,10,NE,33,WSW,13,14,1016,5,32.5,No,No
SydneyAirport,5.8,17.4,0,3.2,9.5,WNW,44,WSW,30,32,1013.3,1,16,No,No
Darwin,25.7,31.3,0,5.4,2.2,NW,28,NW,20,70,1005.8,7,29.1,No,No
PearceRAAF,14.9,25.3,6.4,,8.5,NNW,59,NW,41,46,1007.5,4,23.5,Yes,Yes
Witchcliffe,16.8,33,0,,,SSE,50,SSE,30,37,,,30.7,No,No
Ballarat,7.8,15.9,1.4,,,S,35,S,17,53,1019.6,6,14.4,Yes,No
Witchcliffe,10.4,22.8,0,,,SW,28,WSW,15,65,1013.7,,21.4,No,Yes
Richmond,11.1,23.3,0,13.1,,WSW,54,W,26,31,1006.5,,22,No,No
Nhil,7,13.3,4.2,,,W,52,W,31,71,1010.7,,13,Yes,Yes
WaggaWagga,-0.6,16.7,0,2.4,10.4,NE,19,NW,9,40,1024.7,1,15.9,No,No
SalmonGums,13.2,25.3,7.6,,,SSW,50,NW,17,30,,,24.1,Yes,Yes
Wollongong,8.8,16.9,0,,,NE,17,ENE,7,67,1028.2,,16.4,No,No
Hobart,1.3,10,0,1.4,2.7,NNW,41,N,7,70,1017.8,7,9.1,No,No
SydneyAirport,15.3,18.6,11.2,5.6,0,S,61,S,39,79,1014.4,8,17.3,Yes,Yes
Penrith,7.1,18.4,0,,,WNW,44,WSW,19,35,,,17.4,No,No
Walpole,15.6,28.9,0,,,NNE,37,S,9,45,1010.8,,26.8,No,No
SydneyAirport,11.9,22.7,0,3,4.3,W,52,NW,22,38,1014.9,6,20.8,No,No
BadgerysCreek,12.8,17.3,47,,,S,39,S,20,90,1017.1,,15.4,Yes,Yes
Woomera,17.7,22.2,19,1,,SW,50,SW,30,71,1010,7,22.2,Yes,No
Walpole,11.9,21.7,0,,,E,52,SE,24,71,1011.3,,18.8,No,Yes
PearceRAAF,8.3,16.8,1.4,,5.7,S,35,SSW,20,62,1020.3,,16,Yes,Yes
Mildura,20,31.8,0.2,11.6,9.8,SSW,35,SW,13,34,1010.4,6,29.6,No,No
Penrith,21.4,32.7,0.8,,,WNW,48,WNW,28,34,,,31.9,No,No
AliceSprings,13.4,36.5,0,39.4,,ESE,50,SSE,22,4,1009.3,,34.5,No,No
Adelaide,3.8,15.5,0,,,SW,19,WSW,11,65,1032.5,,14.3,No,No
Sydney,18.3,20,0,4.8,0,S,63,SSW,13,75,1007.9,,19.1,No,No
GoldCoast,19,27.2,0,,,NNW,30,NW,9,67,1016.1,,25,No,No
Katherine,24.8,33.8,3.4,5.2,,ESE,43,ESE,26,88,1002.6,6,28.1,Yes,Yes
SydneyAirport,18.5,28.5,0,6.6,11.4,S,43,ENE,31,53,1011.8,4,27.2,No,No
Melbourne,11.2,21.4,0,1,10,N,41,N,28,42,1021.5,,20.5,No,No
MountGinini,6.1,17,0,,,NW,24,WNW,9,95,,,13.6,No,Yes
MelbourneAirport,14.6,28.1,0,8,9.6,SSE,31,S,13,41,1012.8,1,27.1,No,No
Adelaide,10,15.4,4.2,,,WSW,59,SW,19,67,1017.5,,13.3,Yes,Yes
Witchcliffe,7.6,17.2,1.6,,,SW,26,WNW,11,68,1019.3,,16.2,Yes,Yes
Albany,10.6,16.6,0,2.2,9.6,,,SSE,13,61,1029.6,0,15.6,No,No
Sydney,12.4,15.4,13.8,1,0,,,SW,17,92,1017.4,8,14.9,Yes,Yes
SalmonGums,2,19.4,0,,,NW,43,NW,20,35,,,18.7,No,No
Sydney,11.4,21.4,0,4.8,7.6,,,ENE,17,49,1012.5,,20.1,No,No
NorahHead,12.2,19.9,1.4,,,S,76,S,54,89,1008.4,,18,Yes,Yes
Wollongong,18.9,30.6,3.2,,,NE,44,NE,28,70,1018.4,,24,Yes,No
Ballarat,15,33,0,,,SW,39,SW,20,30,1006.8,,30.9,No,No
Sale,1,14.4,0,2.4,5.4,NW,37,WNW,17,48,1013,8,14.1,No,No
Penrith,19.1,30.9,0.2,,,SSW,54,NE,9,52,,,29.7,No,Yes
SydneyAirport,18.3,30,9,3.2,5.2,SSW,44,SE,11,67,1006.1,7,22.3,Yes,Yes
Watsonia,-0.5,14.5,0.2,1.4,9,ENE,17,NE,7,42,1019.8,2,14.2,No,No
Albany,12.8,21,0,,,,,,,,1022.2,,,No,No
Townsville,8.9,23.5,0,,,NE,31,NE,22,37,1018.8,,22.5,No,No
SydneyAirport,13.8,21.1,0,4,7.7,SSW,37,S,20,68,1014.1,7,20.6,No,Yes
Walpole,19.1,22.4,3.6,,,SE,43,SE,19,99,1007.3,,19.3,Yes,Yes
Dartmoor,13.4,19.8,6.6,0.6,5.1,N,44,NW,24,79,1006.7,,18.2,Yes,Yes
SalmonGums,13.8,36.5,0,,,NNE,48,N,26,8,,,35.7,No,No
SalmonGums,14.5,32.6,2.4,,,SE,41,SSE,19,27,,,31.6,Yes,No
SalmonGums,-1.5,21.5,0.2,,,WNW,41,W,19,26,,,20.7,No,No
Sale,7.4,23.4,0,,,ESE,46,E,31,52,1011,1,22.4,No,Yes
MountGambier,1.8,15.5,0.2,1,9.4,N,24,NNW,11,60,1024.5,1,15,No,No
Witchcliffe,8.4,19.9,1.4,,,NW,56,NW,15,97,1013.9,,13,Yes,Yes
Nhil,7.8,13.2,3.2,,,SSW,41,SW,24,76,1011.2,,12.6,Yes,No
Woomera,24.6,42.6,0,14.6,10,SE,28,W,15,8,1007.1,,41.8,No,No
Ballarat,4.1,7.1,15.2,,,N,39,NNE,26,99,1001.3,7,6.3,Yes,Yes
Nuriootpa,17.3,19.9,8,3.6,0.5,WSW,56,WSW,35,95,1003,8,17.2,Yes,Yes
GoldCoast,14.4,21.3,0,,,SSE,69,SSE,41,69,1021.4,,19.1,No,Yes
MountGinini,6,14,4,,,NNW,31,NNW,9,84,,,13,Yes,Yes
Mildura,10.7,17.1,2.4,1,6.9,WSW,22,SW,9,56,1016.9,6,15.3,Yes,No
BadgerysCreek,11.2,13.3,30.2,,,S,19,SW,11,100,1023.2,,12.8,Yes,Yes
Penrith,17.1,22.7,0.2,,,SE,30,SE,20,62,,,20.3,No,No
Cairns,25.2,31.3,0,5.8,9.7,NE,31,NE,24,64,1009.4,2,30.6,No,No
PerthAirport,10.1,17.2,11.8,1.6,7.7,WSW,48,WSW,22,51,1012.1,5,15.8,Yes,Yes
Mildura,11.5,22.2,0,6.4,10.2,SSE,30,SSE,11,23,1019.3,,20.5,No,No
SalmonGums,7.3,22.5,0,,,WNW,48,WNW,26,29,,,21.9,No,Yes
Penrith,18.9,30.5,18.2,,,SSE,26,NNW,7,59,,,28.9,Yes,No
NorahHead,21.1,32.2,0,,,SSW,50,ENE,20,61,1001.8,,29.8,No,Yes
Ballarat,4,9,0,,,NNE,78,N,48,100,1012.2,8,7.9,No,Yes
Cobar,4.1,15.6,0,1.8,,SSE,44,SE,9,36,1022.5,5,14.8,No,No
NorahHead,18.6,27.9,0,,,N,31,NNE,13,73,1015.4,,26.9,No,No
Portland,7.3,20.8,0.2,,,NNW,57,N,31,49,1013,8,20.3,No,Yes
Sale,3.7,12.8,4,1.6,4.7,WNW,72,W,37,64,1012.2,6,12.3,Yes,Yes
Cobar,17.5,35.2,0,12.8,,SSW,39,S,19,4,1010.6,1,33.4,No,No
Walpole,11.7,24.8,0,,,SE,44,SE,28,59,1015.1,,22.8,No,No
Sale,16.3,20.3,0.6,,,ESE,54,ESE,31,86,1023.6,8,18.1,No,Yes
Williamtown,14.2,19.8,0,4,1.1,S,41,S,22,85,1020.6,8,18.8,No,Yes
Darwin,23.5,31.9,8.4,6,8.6,NW,30,WNW,15,73,1003.7,7,30.3,Yes,Yes
NorfolkIsland,13.9,19.8,0,4,10.9,W,28,W,20,70,1019.9,4,19.3,No,No
Newcastle,8.2,21.5,0,,,,,,,,,,,No,No
Newcastle,8.2,19.8,0.4,,,,,NW,4,57,,5,18.4,No,Yes
Canberra,9.6,24.9,0,4,6.7,W,52,NW,15,,,4,,No,Yes
Albury,10.8,27.9,0,,,SSE,28,S,15,32,1021.8,,27,No,No
PerthAirport,6.5,25.9,0,1.4,8.8,SSW,33,WSW,20,30,1024,6,25.1,No,No
Albury,17,36.2,0,,,SE,19,SSE,11,24,1011.4,,34.4,No,No
PerthAirport,16.5,24.6,0.4,4.6,9.6,SW,43,WSW,28,50,1012.3,5,23.9,No,No
Canberra,10.6,24,6.2,,,WNW,50,WNW,31,36,1007,,22.9,Yes,No
BadgerysCreek,17.8,23.7,25.8,,,E,48,SSE,11,92,1011,,21,Yes,Yes
GoldCoast,20.1,27.8,0.6,,,SE,37,SE,30,56,1016.5,,25,No,No
SalmonGums,-0.5,16.1,0.2,,,SW,46,SSW,28,59,,,11.6,No,No
Portland,9.6,16.3,5.6,5.8,10,WSW,69,WNW,43,69,1007.8,,15.6,Yes,Yes
Dartmoor,-0.9,14.4,0.2,0.6,8.1,NW,26,WNW,15,73,1021.6,,13.7,No,No
Richmond,9.4,19.4,0,,,SE,22,ESE,11,77,1019.2,1,18.5,No,Yes
SalmonGums,7.9,27.1,0,,,NW,48,SSW,28,53,,,20.9,No,Yes
AliceSprings,16.7,38.5,0,11.6,12.1,E,48,E,20,7,1009.9,1,37.1,No,No
NorahHead,18.3,21.4,0,,,SSW,63,SE,6,88,1010.1,,20.5,No,Yes
Dartmoor,2.1,14.1,1.2,3,6.8,SW,39,WSW,15,86,1020.6,,12.4,Yes,Yes
MelbourneAirport,12.3,17.1,1.4,3,4.8,S,35,S,19,63,1023.5,5,16.1,Yes,No
BadgerysCreek,16.9,25.2,1.8,,,ENE,33,NE,4,64,1010.9,,23.9,Yes,Yes
Sale,4.2,18.8,3.4,3,11.9,E,30,WNW,9,50,1022.3,,18.1,Yes,No
MelbourneAirport,18.6,18.7,14,15.4,0,NNE,63,S,15,91,1009.5,8,17.4,Yes,Yes
CoffsHarbour,18.4,26.9,1.2,7.2,7.5,SW,37,S,22,60,1020.4,4,26.2,Yes,Yes
Wollongong,11.7,14.7,4,,,S,59,SSW,19,71,1025,8,13.4,Yes,Yes
Uluru,12.7,28.7,0,,,WSW,31,WSW,22,41,1015.3,8,26.7,No,Yes
